Province,District,Long,Lat,Ele,River ,Flat,"Main OCC
Farming
0:No
1:Yes","Second OCC
Farming
0:No
1:Yes","Migration
BackG
0:No
1:Yes","Literate
0:no
1:yes","Gender 
0:F
1:M",Age,"Change in
farm income
0:decreased
1:no change
2:increased ","Environment
reason for
increase
0:no
1:yes","Agri
reason for
increase
0:no
1:yes","Economic
reason for
increase
0:no
1:yes","Price Change/
Economic reason
for decrease
0:no
1:yes","Environment
reason for
decrease
0:no
1:yes ","Environment
constrain
0:no
1:yes",t8,r8,Fuel
3,11,66.567691,33.669314,2398.372559,0,1,1,0,0,0,1,38,2,1,0,1,0,0,1,19.0762735,0.327089,9500
3,11,66.418725,33.639327,2280.556152,0,1,1,1,1,0,1,50,0,0,0,0,0,1,1,19.61238825,0.22176,11000
3,11,66.47499,33.812917,2428.856934,0,0,1,1,1,1,1,45,0,0,0,0,0,1,1,18.524078,0.17436525,30000
3,11,66.556013,33.627246,2361.596924,1,1,1,1,0,0,1,55,2,1,1,1,0,0,1,19.240819,0.36740425,17500
3,11,66.517278,33.782037,2411.958984,0,0,1,1,1,1,1,37,0,0,0,0,0,1,1,18.60817,0.17026,23500
3,11,66.558051,33.616013,2359.173828,1,1,1,1,1,0,1,65,1,0,0,0,0,0,1,19.278509,0.37541575,17500
3,11,66.553951,33.761123,2420.969238,1,1,1,0,1,1,1,58,1,0,0,0,0,0,1,18.5817255,0.2162395,17500
3,11,66.614876,33.7549,2473.061035,0,0,0,1,1,1,1,30,0,0,0,0,0,1,0,18.48956675,0.274559,3000
3,11,66.50353,33.724033,2361.904297,0,0,1,1,1,0,1,40,0,0,0,0,0,1,1,18.91676525,0.19815125,1500
3,11,66.515595,33.78212,2411.958984,0,0,1,1,1,1,1,44,0,0,0,0,0,1,1,18.60817,0.17026,13500
3,11,66.442673,33.753675,2354.566162,0,0,1,0,1,0,1,48,0,0,0,0,0,1,1,18.8938985,0.197892,9500
3,11,66.415715,33.640147,2274.865479,0,1,1,1,1,0,1,27,0,0,0,0,0,1,1,19.6715245,0.21674675,15000
3,11,66.42093,33.631768,2282.609131,0,1,1,1,0,0,0,34,0,0,0,0,0,1,1,19.669222,0.270824,4500
3,11,66.643822,33.615745,2468.816162,0,1,1,0,0,1,1,86,0,0,0,0,0,1,1,18.9452185,0.5111035,4000
3,11,66.568329,33.707213,2412.68042,0,1,1,1,1,1,1,39,1,0,0,0,0,0,1,18.88922275,0.29709275,17500
3,11,66.559543,33.761749,2431.19043,1,0,1,1,1,1,1,30,0,0,0,0,1,1,1,18.55276525,0.22045225,11000
3,11,66.508478,33.774417,2411.958984,0,0,1,1,0,1,1,22,0,0,0,0,0,1,1,18.60817,0.17026,15000
3,11,66.541193,33.80788,2443.353271,0,0,1,1,1,0,1,45,0,0,0,0,0,1,1,18.46252325,0.15834875,12500
3,11,66.692743,33.619922,2536.077637,0,0,1,1,0,0,1,70,2,1,0,0,0,0,1,18.638356,0.66116875,5000
3,11,66.499758,33.73801,2379.098877,0,1,1,1,1,1,1,42,0,0,0,0,0,1,1,18.8387745,0.19210725,15000
3,11,66.644587,33.6157,2468.816162,0,1,1,1,0,1,1,58,0,0,0,0,0,1,1,18.9452185,0.5111035,6000
3,11,66.425958,33.634523,2280.556152,0,0,1,1,1,0,1,70,0,0,0,0,0,1,1,19.61238825,0.22176,7500
3,11,66.652042,33.631923,2466.442383,1,0,1,0,1,0,1,54,0,0,0,0,0,1,1,18.910872,0.498207,10000
3,11,66.561111,33.762607,2431.19043,0,0,1,0,0,1,1,45,2,1,1,0,0,0,1,18.55276525,0.22045225,10000
3,11,66.615333,33.754715,2473.061035,0,0,0,0,0,1,1,20,1,0,0,0,0,0,0,18.48956675,0.274559,4250
3,11,66.642098,33.6152,2451.530273,0,1,1,1,0,1,1,70,0,0,0,0,0,1,1,19.001793,0.48587975,5000
3,11,66.580123,33.650289,2397.135498,0,1,1,0,0,1,1,60,2,1,1,1,0,0,1,19.08284225,0.375281,8400
3,11,66.499732,33.738092,2379.098877,0,0,1,1,1,1,1,26,0,0,0,0,0,1,1,18.8387745,0.19210725,5000
3,11,66.477265,33.722595,2349.723877,0,0,1,1,1,0,1,75,0,0,0,0,0,1,1,18.98054575,0.2003975,6000
3,11,66.549473,33.688041,2383.582275,0,1,1,1,0,0,1,50,2,1,0,1,0,0,1,19.03339875,0.2909325,3000
3,11,66.539502,33.80267,2443.353271,0,0,1,0,1,1,1,56,0,0,0,0,0,1,1,18.46252325,0.15834875,13000
3,11,66.490893,33.712673,2348.21875,0,0,1,1,1,1,1,45,0,0,0,0,0,1,1,19.0290425,0.205814,3500
3,11,66.542425,33.802912,2450.011719,0,0,1,1,1,1,1,48,0,0,0,0,0,1,1,18.438816,0.1576595,25000
3,11,66.537142,33.603642,2334.291748,1,1,1,1,0,1,1,40,2,0,1,0,0,0,1,19.39187775,0.359018,10000
3,11,66.614646,33.754926,2473.061035,0,0,0,0,1,1,1,40,2,1,0,0,0,0,0,18.48956675,0.274559,3750
3,11,66.615579,33.755161,2473.061035,0,0,0,0,1,1,1,63,0,0,0,0,0,1,0,18.48956675,0.274559,4250
3,11,66.554177,33.76191,2420.969238,0,1,1,1,1,1,1,65,0,0,0,0,0,1,1,18.5817255,0.2162395,17500
3,11,66.642938,33.616203,2468.816162,0,1,1,0,1,1,1,27,0,0,0,0,0,1,1,18.9452185,0.5111035,2500
3,11,66.696875,33.620102,2536.077637,0,0,1,1,1,1,1,35,1,0,0,0,0,0,1,18.638356,0.66116875,5000
3,11,66.77124,33.650678,2633.744873,0,0,1,0,0,0,1,36,0,0,0,0,0,1,1,18.053337,0.93633575,50500
3,11,66.510363,33.776202,2411.958984,0,0,1,1,1,0,1,53,0,0,0,0,0,1,1,18.60817,0.17026,25000
3,11,66.437387,33.753508,2349.399658,0,0,1,1,0,1,1,55,0,0,0,0,0,1,1,18.92926125,0.203106,10000
3,11,66.614822,33.754911,2473.061035,0,0,1,0,1,1,1,50,2,1,0,0,0,0,0,18.48956675,0.274559,3350
3,11,66.653118,33.6085,2468.816162,0,0,1,1,0,0,1,70,0,0,0,0,0,1,1,18.9452185,0.5111035,10000
3,11,66.421473,33.626228,2282.609131,0,0,1,1,1,1,1,34,2,1,0,0,0,0,1,19.669222,0.270824,15000
3,11,66.543142,33.6836,2383.582275,0,1,1,0,0,1,1,29,0,0,0,0,0,1,1,19.03339875,0.2909325,4000
3,11,66.615479,33.754645,2473.061035,0,0,0,0,0,1,0,30,0,0,0,0,0,1,0,18.48956675,0.274559,3000
3,11,66.504571,33.749505,2387.613037,1,0,1,0,1,0,1,50,2,0,1,1,0,0,0,18.7637545,0.1847625,10000
3,11,66.541352,33.803727,2443.353271,0,0,1,1,1,0,1,28,0,0,0,0,0,1,1,18.46252325,0.15834875,7500
3,11,66.65174,33.610572,2468.816162,0,0,1,1,1,0,1,70,2,1,1,0,0,0,1,18.9452185,0.5111035,0
3,11,66.569605,33.771959,2447.945313,0,0,1,0,1,1,1,72,0,0,0,0,0,1,1,18.47367125,0.2147155,18000
3,11,66.558431,33.70364,2400.793457,0,1,1,1,1,1,1,56,2,1,1,1,0,0,1,18.9258115,0.288263,10900
3,11,66.54078,33.80288,2443.353271,0,0,1,1,0,0,1,50,0,0,0,0,0,1,1,18.46252325,0.15834875,10000
3,11,66.615312,33.754661,2473.061035,0,0,1,0,1,1,1,48,0,0,0,0,0,0,0,18.48956675,0.274559,2500
3,11,66.537418,33.603507,2334.291748,1,1,1,1,0,1,1,38,0,0,0,0,0,1,1,19.39187775,0.359018,50000
3,11,66.558798,33.760889,2431.19043,0,0,1,1,1,1,1,65,2,1,1,1,0,0,1,18.55276525,0.22045225,20000
3,11,66.741365,33.62894,2603.137939,0,0,1,0,1,1,1,37,0,0,0,0,0,1,1,18.318243,0.8774215,5000
3,11,66.615256,33.754994,2473.061035,0,0,0,0,0,1,1,48,0,0,0,0,0,1,0,18.48956675,0.274559,2750
3,11,66.483778,33.752562,2371.362793,1,0,1,1,1,1,1,40,0,0,0,0,0,1,1,18.79257425,0.18590175,12500
3,11,66.533986,33.692161,2372.051514,0,1,1,1,1,1,1,54,1,0,0,0,0,0,1,19.06612925,0.2837615,8500
3,11,66.647215,33.607775,2471.848633,0,0,1,1,1,0,1,63,1,0,0,0,0,0,1,18.97549125,0.52672075,10000
3,11,66.554291,33.762075,2420.969238,0,0,1,1,1,1,1,35,2,0,1,1,0,0,0,18.5817255,0.2162395,10000
3,11,66.615087,33.754717,2473.061035,0,0,0,0,0,1,0,45,2,1,0,0,0,0,1,18.48956675,0.274559,1500
3,11,66.540222,33.803003,2443.353271,0,0,1,1,1,0,1,45,0,0,0,0,0,1,1,18.46252325,0.15834875,10000
3,11,66.615496,33.754758,2473.061035,0,0,0,0,0,1,1,55,2,0,0,1,0,0,0,18.48956675,0.274559,3350
3,11,66.559646,33.761723,2431.19043,0,1,1,0,1,1,1,63,0,0,0,0,1,1,1,18.55276525,0.22045225,10000
3,11,66.473605,33.721742,2349.723877,0,0,1,1,1,1,1,33,2,1,0,1,0,0,1,18.98054575,0.2003975,10000
3,11,66.61507,33.754866,2473.061035,0,0,0,0,0,1,1,19,1,0,0,0,0,0,0,18.48956675,0.274559,2500
3,11,66.491478,33.711965,2348.21875,1,0,1,1,1,1,1,40,0,0,0,0,0,1,1,19.0290425,0.205814,10000
3,11,66.615286,33.754891,2473.061035,0,0,0,0,0,1,1,42,2,0,0,1,0,0,0,18.48956675,0.274559,3900
3,11,66.665467,33.631457,2482.971191,0,1,1,1,0,1,1,40,1,0,0,0,0,0,1,18.84769975,0.526415,7500
3,11,66.431345,33.766337,2357.862793,0,0,1,1,1,0,1,80,0,0,0,0,0,1,1,18.855693,0.20142075,5000
3,11,66.565057,33.676792,2390.356689,0,1,1,0,1,1,1,65,2,1,0,1,0,0,1,19.06112375,0.30850475,15000
3,11,66.554163,33.762352,2420.969238,0,1,1,0,1,1,1,60,2,0,1,1,0,0,0,18.5817255,0.2162395,10000
3,11,66.640643,33.613295,2451.530273,0,1,0,1,1,1,1,22,1,0,0,0,0,0,1,19.001793,0.48587975,100000
3,11,66.562314,33.618413,2359.173828,1,1,1,0,0,1,1,45,0,0,0,0,1,1,1,19.278509,0.37541575,6750
3,11,66.436168,33.638733,2286.315918,0,0,1,1,0,0,1,40,0,0,0,0,0,1,1,19.559619,0.22593775,5500
3,11,66.615346,33.754868,2473.061035,0,0,0,0,1,1,1,20,2,0,1,0,0,0,1,18.48956675,0.274559,3000
3,11,66.615345,33.754661,2473.061035,0,0,1,0,1,1,1,65,1,0,0,0,0,0,0,18.48956675,0.274559,2250
3,11,66.643868,33.615882,2468.816162,0,1,1,1,0,1,1,76,0,0,0,0,0,1,1,18.9452185,0.5111035,5000
3,11,66.563159,33.760153,2431.19043,0,0,1,1,1,1,1,40,0,0,0,0,1,1,0,18.55276525,0.22045225,13000
3,11,66.565186,33.707551,2400.793457,0,1,1,0,0,1,1,40,2,0,1,1,0,0,1,18.9258115,0.288263,10000
3,11,66.614955,33.755004,2473.061035,0,0,0,0,1,1,1,38,1,0,0,0,0,0,0,18.48956675,0.274559,4100
3,11,66.615227,33.754645,2473.061035,0,0,0,0,1,1,1,56,2,0,0,1,0,0,0,18.48956675,0.274559,2900
3,11,66.650528,33.605993,2471.848633,0,0,1,1,1,0,1,35,0,0,0,0,1,1,1,18.97549125,0.52672075,10000
3,11,66.428093,33.636995,2280.556152,0,0,1,1,1,0,1,40,0,0,0,0,0,1,1,19.61238825,0.22176,2500
3,11,66.587517,33.779592,2464.018066,0,0,1,1,1,1,1,25,2,1,1,1,0,0,0,18.451014,0.22975275,12500
3,11,66.54085,33.803802,2443.353271,0,0,1,1,1,1,1,72,0,0,0,0,0,1,1,18.46252325,0.15834875,32500
3,11,66.43343,33.639578,2286.315918,0,0,1,1,1,1,1,60,0,0,0,0,0,1,1,19.559619,0.22593775,12500
3,11,66.615047,33.755422,2473.061035,0,0,1,0,0,1,1,25,2,0,1,0,0,0,1,18.48956675,0.274559,2500
3,11,66.615246,33.755051,2473.061035,0,0,0,0,1,1,1,31,2,1,0,0,0,0,0,18.48956675,0.274559,3400
3,11,66.54754,33.689013,2383.582275,0,1,1,0,0,1,1,35,0,0,0,0,0,1,1,19.03339875,0.2909325,6000
3,11,66.582561,33.655484,2397.135498,0,1,1,0,0,1,1,25,2,1,0,1,0,0,1,19.08284225,0.375281,6850
3,11,66.741267,33.628722,2603.137939,0,0,1,1,0,0,1,36,0,0,0,0,0,1,1,18.318243,0.8774215,5000
3,11,66.615853,33.75459,2473.061035,0,0,0,0,1,1,1,32,2,0,0,1,0,0,0,18.48956675,0.274559,4750
3,11,66.499788,33.73806,2379.098877,0,0,1,1,0,0,1,52,0,0,0,0,1,1,1,18.8387745,0.19210725,24000
3,11,66.535867,33.691909,2372.051514,0,1,1,0,1,1,1,53,2,0,1,0,0,0,1,19.06612925,0.2837615,9000
3,11,66.564872,33.760111,2431.19043,0,0,1,0,1,1,1,54,0,0,0,0,1,1,1,18.55276525,0.22045225,17500
1,2,68.095101,34.865849,3178.384521,1,0,1,1,0,1,1,19,1,0,0,0,0,0,1,12.50490325,2.5815405,3500
1,2,68.027717,34.66502,3096.400146,1,1,0,1,0,1,1,23,0,0,0,0,1,1,1,12.78112825,2.90523175,14000
1,2,68.004703,34.799582,3089.374756,1,0,1,0,0,1,1,20,2,1,1,0,0,0,1,12.53134525,2.41860875,7000
1,2,67.984134,34.828932,3055.071777,1,1,1,0,0,1,1,36,2,1,1,1,0,0,1,12.54511525,2.17779625,16800
1,2,68.010283,34.730279,3085.462402,1,0,1,0,1,1,1,38,2,1,1,1,0,0,1,12.62043025,2.62311975,7000
1,2,68.028622,34.662952,3096.400146,0,0,1,1,0,0,1,60,2,0,0,1,0,0,1,12.78112825,2.90523175,0
1,2,68.005909,34.696457,3085.562012,1,0,1,1,0,1,1,52,2,1,0,1,0,0,1,12.67633875,2.694664,12250
1,2,68.006805,34.774734,3087.162109,1,0,1,1,1,1,1,34,2,0,1,0,0,0,1,12.5427375,2.484368,7000
1,2,67.80071137,34.74655,2897.250488,1,0,1,1,1,0,1,28,2,1,1,1,0,0,1,12.61884225,1.4559085,17500
1,2,68.02873,34.665116,3107.98999,1,1,1,1,1,1,1,44,2,0,0,1,0,0,1,12.7827665,2.972047,17500
1,2,68.032757,34.65774,3107.98999,1,0,1,1,0,1,1,40,2,1,1,1,0,0,1,12.7827665,2.972047,5250
1,2,68.027122,34.65421,3095.630859,1,1,0,0,0,1,1,35,2,1,1,0,0,0,1,12.820551,2.96203525,5600
1,2,68.004145,34.695629,3085.562012,1,0,1,0,0,0,1,45,1,0,0,0,0,0,1,12.67633875,2.694664,3500
1,2,68.005032,34.793536,3087.173828,1,0,1,1,0,0,1,40,2,1,1,1,0,0,1,12.5324585,2.45325225,14000
1,2,68.028544,34.664909,3096.400146,1,1,1,1,1,1,1,24,0,0,0,0,1,1,1,12.78112825,2.90523175,23100
1,2,68.009748,34.67796,3085.294434,1,0,1,0,0,1,1,53,2,1,1,0,0,0,1,12.74330225,2.78320475,28000
1,2,68.009304,34.684907,3085.469971,1,1,1,0,1,1,1,60,2,1,1,1,0,0,1,12.7085985,2.7365655,14000
1,2,68.006104,34.699277,3085.562012,1,0,1,1,1,1,1,56,2,1,1,0,0,0,1,12.67633875,2.694664,14000
1,2,68.027294,34.664658,3096.400146,1,1,1,0,1,1,1,35,2,1,1,0,0,0,1,12.78112825,2.90523175,3500
1,2,68.025356,34.665182,3096.400146,1,0,1,1,0,0,1,65,2,0,1,1,0,0,1,12.78112825,2.90523175,10500
1,2,68.026277,34.661783,3096.400146,0,0,1,0,0,0,1,30,0,0,0,0,0,1,1,12.78112825,2.90523175,0
1,2,68.009774,34.678027,3085.294434,1,0,0,1,0,1,1,28,2,0,1,1,0,0,1,12.74330225,2.78320475,17500
1,2,68.033274,34.662978,3107.98999,1,0,1,1,0,1,1,21,0,0,0,0,0,1,1,12.7827665,2.972047,10500
1,2,68.03356,34.65541,3106.774902,1,1,1,1,0,1,1,56,2,1,1,0,0,0,1,12.82458975,3.03134,7000
1,2,68.014542,34.661229,3085.043701,1,0,1,1,1,0,1,60,2,1,1,0,0,0,1,12.779717,2.834288,10500
1,2,68.016822,34.669811,3096.400146,1,0,1,0,0,0,1,61,2,1,1,1,0,0,1,12.78112825,2.90523175,21000
1,2,68.012764,34.674967,3085.294434,1,1,1,1,0,1,1,40,2,1,1,0,0,0,1,12.74330225,2.78320475,8750
1,2,68.005647,34.798208,3089.374756,1,1,1,1,0,0,1,87,2,0,1,0,0,0,1,12.53134525,2.41860875,14000
1,2,68.009748,34.67796,3085.294434,1,0,1,0,0,1,1,55,2,1,1,1,0,0,1,12.74330225,2.78320475,1750
1,2,68.03691,34.66039,3107.98999,1,0,1,0,0,1,1,18,2,1,0,1,0,0,1,12.7827665,2.972047,10500
1,2,68.003412,34.699428,3073.106445,1,1,1,1,1,1,1,27,2,0,1,1,0,0,1,12.680476,2.62089875,5250
1,2,68.00691,34.773586,3087.162109,1,1,1,0,0,0,1,40,2,0,1,1,0,0,1,12.5427375,2.484368,7000
1,2,68.028933,34.665476,3107.98999,1,0,1,0,0,1,1,66,0,0,0,0,0,1,1,12.7827665,2.972047,11200
1,2,68.007362,34.768429,3086.980469,1,1,1,0,1,0,1,60,2,1,1,0,0,0,0,12.55662175,2.51434,5250
1,2,68.005818,34.693371,3085.469971,1,0,1,0,0,1,1,44,2,1,1,0,0,0,1,12.7085985,2.7365655,10500
1,2,68.030856,34.660756,3107.98999,1,0,1,1,0,1,1,25,2,1,1,1,0,0,1,12.7827665,2.972047,10500
1,2,68.008039,34.768665,3086.980469,1,1,1,1,1,1,1,50,2,0,1,0,0,0,1,12.55662175,2.51434,17500
1,2,68.010072,34.677852,3085.294434,1,0,0,1,0,1,1,19,0,0,0,0,1,1,1,12.74330225,2.78320475,5250
1,2,67.984433,34.828872,3055.071777,1,1,1,1,1,0,1,70,2,1,1,0,0,0,1,12.54511525,2.17779625,7000
1,2,68.019122,34.667538,3096.400146,1,1,1,0,1,0,1,56,2,1,1,1,0,0,1,12.78112825,2.90523175,14000
1,2,68.037833,34.660002,3107.98999,1,1,1,1,1,0,1,27,2,1,1,0,0,0,1,12.7827665,2.972047,28000
1,2,68.024645,34.667575,3096.400146,1,0,1,0,0,1,1,30,2,1,1,0,0,0,1,12.78112825,2.90523175,9800
1,2,68.034992,34.658082,3107.98999,1,1,0,1,0,1,1,17,2,1,1,0,0,0,1,12.7827665,2.972047,1750
1,2,68.007192,34.700107,3085.562012,1,0,1,1,0,1,0,75,0,0,0,0,0,1,1,12.67633875,2.694664,14000
1,2,68.003887,34.688537,3085.469971,1,0,1,1,0,1,1,24,1,0,0,0,0,0,1,12.7085985,2.7365655,10500
1,2,68.007347,34.771421,3087.162109,1,1,1,1,1,0,1,57,2,1,1,0,0,0,1,12.5427375,2.484368,7000
1,2,68.005576,34.696346,3085.562012,1,0,1,1,1,1,1,63,2,0,1,0,0,0,1,12.67633875,2.694664,21000
1,2,68.031757,34.656751,3106.774902,1,0,1,1,0,1,1,22,0,0,0,0,0,1,1,12.82458975,3.03134,14000
1,2,68.007382,34.776512,3087.162109,1,1,1,0,0,1,1,31,2,0,1,0,0,0,1,12.5427375,2.484368,10500
1,2,68.0092,34.684884,3085.469971,1,0,1,0,0,1,1,24,0,0,0,0,0,1,1,12.7085985,2.7365655,1050
1,2,68.02939,34.664124,3107.98999,1,1,1,1,0,0,1,20,0,0,0,0,0,1,1,12.7827665,2.972047,2100
2,9,67.737867,33.184277,2652.060547,0,0,1,0,0,0,1,70,0,0,0,0,0,1,1,18.48296375,7.9024545,0
2,9,67.765473,33.189537,2634.534668,0,0,1,0,0,0,1,42,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.746288,33.142138,2572.040771,0,0,1,0,1,0,1,50,0,0,0,0,0,1,1,18.96802,6.951469,0
2,9,67.737762,33.184392,2652.060547,0,0,1,1,1,0,1,39,0,0,0,0,0,1,1,18.48296375,7.9024545,0
2,9,67.76541,33.189378,2634.534668,0,0,1,1,1,1,1,38,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.745433,33.143495,2572.040771,0,0,1,0,0,1,1,40,0,0,0,0,0,1,1,18.96802,6.951469,0
2,9,67.73797,33.184155,2652.060547,0,0,0,0,1,0,1,60,0,0,0,0,0,1,1,18.48296375,7.9024545,0
2,9,67.76535,33.189723,2634.534668,0,0,1,0,1,1,1,48,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.746113,33.141308,2572.040771,0,1,1,1,1,0,1,80,0,0,0,0,0,1,1,18.96802,6.951469,0
2,9,67.746538,33.142702,2572.040771,0,0,1,0,0,1,1,50,1,0,0,0,0,0,1,18.96802,6.951469,11250
2,9,67.76528,33.189362,2634.534668,0,0,1,0,1,1,1,50,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.74652,33.14175,2572.040771,0,0,0,1,1,0,1,46,0,0,0,0,0,1,1,18.96802,6.951469,0
2,9,67.74599,33.141637,2572.040771,0,0,0,0,1,1,1,52,0,0,0,0,0,1,1,18.96802,6.951469,9000
2,9,67.764932,33.18817,2634.534668,0,0,1,0,1,1,1,63,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.76524,33.189468,2634.534668,0,0,0,0,1,1,1,70,1,0,0,0,0,0,0,18.57312725,7.614155,0
2,9,67.76561,33.189245,2634.534668,0,1,1,1,1,0,1,77,0,0,0,0,0,1,1,18.57312725,7.614155,0
2,9,67.453797,33.201287,2833.876709,0,0,1,0,1,0,1,55,0,0,0,0,0,1,1,17.11742625,11.215225,0
3,13,65.909572,33.452915,2070.218994,0,0,0,0,1,1,1,23,0,0,0,0,0,1,1,22.1581735,0.07892125,15680
3,13,65.768343,33.634454,2282.486328,0,0,1,1,1,1,1,75,0,0,0,0,0,1,1,20.8934545,0.376911,0
3,13,65.907402,33.450559,2070.218994,0,0,1,1,1,0,1,43,0,0,0,0,0,1,1,22.1581735,0.07892125,0
3,13,65.763553,33.634365,2280.319092,1,0,1,0,1,1,1,28,1,0,0,0,0,0,1,20.900571,0.38894875,17920
3,13,65.785303,33.635468,2284.510254,1,0,1,1,1,0,1,50,1,0,0,0,0,0,1,20.89010525,0.36288225,8960
3,13,65.699383,33.471691,2108.031006,1,1,1,1,1,0,1,45,2,0,1,1,0,0,1,22.1418365,0.19458125,9800
3,13,65.731055,33.535099,2151.206299,0,0,0,1,1,1,1,22,0,0,0,0,0,1,1,21.66033775,0.23038725,0
3,13,65.695378,33.475922,2108.031006,1,1,0,1,0,1,1,27,0,0,0,0,0,1,1,22.1418365,0.19458125,8400
3,13,65.698976,33.472069,2108.031006,1,1,1,1,1,1,1,42,2,0,1,1,0,0,1,22.1418365,0.19458125,16800
3,13,65.768352,33.635081,2282.486328,1,0,0,1,0,1,1,22,0,0,0,0,0,1,1,20.8934545,0.376911,8400
3,13,65.774765,33.638598,2282.486328,1,0,1,1,1,0,1,65,0,0,0,0,0,1,1,20.8934545,0.376911,17920
3,13,65.76024,33.63537,2280.319092,1,0,1,1,1,0,1,45,0,0,0,0,0,1,1,20.900571,0.38894875,17920
3,13,65.789118,33.643483,2284.510254,0,0,1,0,1,1,1,35,1,0,0,0,0,0,1,20.89010525,0.36288225,13440
3,13,65.69698,33.472458,2108.031006,1,1,1,1,1,0,1,26,1,0,0,0,0,0,1,22.1418365,0.19458125,8400
3,13,65.786257,33.637503,2284.510254,1,1,1,0,1,1,1,27,0,0,0,0,1,1,1,20.89010525,0.36288225,22400
3,13,65.908684,33.452626,2070.218994,0,0,1,0,1,0,1,50,2,1,1,0,0,0,1,22.1581735,0.07892125,8400
3,13,65.908393,33.450544,2070.218994,0,1,1,1,1,1,1,56,0,0,0,0,0,1,1,22.1581735,0.07892125,0
3,13,65.787097,33.639072,2284.510254,1,0,1,0,1,1,1,48,0,0,0,0,0,1,1,20.89010525,0.36288225,26880
3,13,65.755765,33.634833,2280.319092,0,0,1,0,1,1,1,40,0,0,0,0,0,1,1,20.900571,0.38894875,13440
3,13,65.907497,33.450461,2070.218994,0,1,1,0,1,1,1,27,0,0,0,0,0,1,1,22.1581735,0.07892125,14000
3,13,65.756708,33.636417,2280.319092,0,0,1,1,1,0,1,45,0,0,0,0,0,1,1,20.900571,0.38894875,22400
3,13,65.699729,33.473512,2108.031006,1,1,1,1,1,0,1,70,2,0,1,1,0,0,1,22.1418365,0.19458125,0
3,13,65.774838,33.638593,2282.486328,1,1,1,1,1,0,1,37,0,0,0,0,0,1,1,20.8934545,0.376911,0
3,13,65.697642,33.472503,2108.031006,1,1,1,1,1,0,1,50,1,0,0,0,0,0,1,22.1418365,0.19458125,8960
3,13,65.758603,33.635958,2280.319092,0,0,1,1,1,0,1,20,0,0,0,0,0,1,1,20.900571,0.38894875,17920
3,13,65.909393,33.45393,2070.218994,1,1,1,0,1,0,1,65,2,1,1,1,0,0,1,22.1581735,0.07892125,35840
3,13,65.779055,33.438178,2075.155273,1,1,1,1,1,0,1,36,0,0,0,0,0,1,1,22.53617575,0.12171775,8400
3,13,65.909327,33.452325,2070.218994,1,0,0,1,1,1,1,45,0,0,0,0,0,1,1,22.1581735,0.07892125,13440
3,13,65.76865,33.6351,2282.486328,1,0,0,0,0,1,1,23,0,0,0,0,0,1,1,20.8934545,0.376911,2800
3,13,65.696357,33.477838,2108.031006,1,1,1,1,1,0,1,29,2,1,1,1,0,0,1,22.1418365,0.19458125,22400
3,13,65.756888,33.631002,2282.800781,0,0,1,0,1,1,1,22,0,0,0,0,0,1,1,21.0023185,0.3515695,22400
3,13,65.754325,33.621737,2281.709229,0,0,1,0,1,1,1,33,0,0,0,0,0,1,1,21.01074175,0.36146925,8960
3,13,65.763705,33.632637,2282.800781,0,0,0,0,0,1,0,18,1,0,0,0,0,0,1,21.0023185,0.3515695,11200
3,13,65.779007,33.641998,2282.486328,1,1,0,1,0,1,1,23,0,0,0,0,0,1,1,20.8934545,0.376911,19600
3,13,65.776574,33.640974,2282.486328,1,0,0,0,0,1,1,22,0,0,0,0,0,1,1,20.8934545,0.376911,0
3,13,65.69873,33.475125,2108.031006,1,0,1,1,1,0,1,30,0,0,0,0,0,1,1,22.1418365,0.19458125,0
3,13,65.731248,33.53527,2151.206299,1,0,0,0,0,1,1,26,0,0,0,0,0,1,1,21.66033775,0.23038725,17920
3,13,65.907979,33.455735,2070.218994,0,1,0,0,0,1,1,19,2,1,1,0,0,0,0,22.1581735,0.07892125,0
3,13,65.90741,33.450607,2070.218994,1,0,1,1,1,1,1,25,0,0,0,0,0,1,1,22.1581735,0.07892125,13440
3,13,65.764075,33.637172,2280.319092,1,1,1,1,1,0,1,50,0,0,0,0,0,1,1,20.900571,0.38894875,17920
3,13,65.779173,33.641518,2282.486328,0,0,1,0,1,1,1,26,0,0,0,0,0,1,1,20.8934545,0.376911,13440
3,13,65.758815,33.6293,2282.800781,0,0,1,1,1,0,1,35,0,0,0,0,0,1,1,21.0023185,0.3515695,13440
3,13,65.769025,33.635154,2282.486328,1,0,0,0,0,1,1,21,0,0,0,0,0,1,1,20.8934545,0.376911,0
3,13,65.77865,33.44004,2075.155273,1,1,1,1,1,0,1,47,2,1,1,1,0,0,1,22.53617575,0.12171775,13440
3,13,65.906542,33.450507,2070.218994,1,0,1,1,1,0,1,28,2,1,1,1,0,0,1,22.1581735,0.07892125,25200
3,13,65.768801,33.634995,2282.486328,1,1,1,1,1,1,1,28,2,1,0,0,0,0,1,20.8934545,0.376911,5600
3,13,65.910322,33.449142,2070.218994,1,0,1,1,1,0,1,60,2,1,1,0,0,0,1,22.1581735,0.07892125,17920
